,Синоптический индекс станции,Год по Гринвичу,Месяц по Гринвичу,День по Гринвичу,Срок по Гринвичу,Год источника (местный),Месяц источника (местный),День источника (местный),Срок источника,Номер срока в сутках по поясному декретному зимнему времени (ПДЗВ),Время местное,Номер часового пояса,Начало метеорологических суток по ПДЗВ,Горизонтальная видимость,Признак качества,Признак наличия знака «>»,Общее количество облачности,Признак качества0,Количество облачности нижнего яруса,Признак качества1,Форма облаков верхнего яруса,Признак качества2,Форма облаков среднего яруса,Признак качества3,Форма облаков вертикального развития,Признак качества4,Слоистые и слоисто-кучевые облака,Признак качества5,"Слоисто-дождевые, разорвано-дождевые облака",Признак качества6,Высота нижней границы облачности,Признак качества7,Признак способа определения высоты нижней границы облачности,Признак наличия облачности ниже уровня станции,Признак качества8,Погода между сроками,Признак качества9,Погода в срок наблюдения,Признак качества10,Направление ветра,Признак качества11,Средняя скорость ветра,Признак качества12,Признак наличия знака «>»13,Максимальная скорость ветра,Признак качества14,Признак наличия знака «>»15,Сумма осадков за период между сроками,Признак качества16,Температура поверхности почвы,Признак качества17,Минимальная температура поверхности почвы,Признак качества18,Минимальная температура поверхности почвы между сроками,Признак качества19,Максимальная температура поверхности почвы между сроками,Признак качества20,Температура поверхности почвы по максимальному термометру после встряхивания,Признак качества21,Температура воздуха по сухому термометру,Признак качества22,Температура воздуха по смоченному термометру,Признак качества23,Признак наличия льда на батисте,Температура воздуха по спирту минимального термометра,Признак качества24,Минимальная температура воздуха между сроками,Признак качества25,Максимальная температура воздуха между сроками,Признак качества26,Температура воздуха по максимальному термометру после встряхивания,Признак качества27,Парциальное давление водяного пара,Признак качества28,Указатель точности измерения элемента,Относительная влажность воздуха,Признак качества29,Дефицит насыщения водяного пара,Признак качества30,Указатель точности измерения элемента31,Температура точки росы,Признак качества32,Атмосферное давление на уровне станции,Признак качества33,Атмосферное давление на уровне моря,Признак качества34,Характеристика барической тенденции,Признак качества35,Величина барической тенденции,Признак качества36
1812,23074,1966,8,15,3,1966,8,15,6,5,10,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,1.0,0,0.0,0,200.0,0,0.0,,7,2.0,0,2.0,0,180.0,0,5.0,0,0.0,,7,0.0,,7,10.0,0,,7,,7,,7,,7,8.8,0,,7,0.0,,7,,7,,7,,7,,7,1,93.0,0,0.7,0,1,8.0,0,994.2,0,996.5,0,2.0,0,1.9,0
1813,23074,1966,8,15,6,1966,8,15,9,6,13,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,300.0,0,1.0,,7,2.0,0,2.0,0,200.0,0,3.0,0,0.0,,7,0.0,,7,14.0,0,,7,,7,,7,,7,10.2,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,2.0,0,1,8.0,0,993.7,0,996.0,0,7.0,0,0.5,0
1814,23074,1966,8,15,9,1966,8,15,12,7,16,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,500.0,0,1.0,,7,6.0,0,61.0,0,360.0,0,4.0,0,0.0,,7,0.0,,7,14.0,0,,7,,7,,7,,7,11.0,0,,7,0.0,,7,,7,,7,,7,,7,1,90.0,0,1.3,0,1,9.0,0,991.8,0,994.1,0,7.0,0,1.9,0
1815,23074,1966,8,15,12,1966,8,15,15,8,19,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,400.0,0,1.0,,7,6.0,0,61.0,0,360.0,0,10.0,0,0.0,,7,0.0,2.4,0,12.0,0,,7,,7,,7,,7,11.0,0,,7,0.0,,7,,7,,7,,7,,7,1,92.0,0,1.0,0,1,10.0,0,989.5,0,991.8,0,7.0,0,2.3,0
1816,23074,1966,8,15,15,1966,8,16,18,1,22,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,900.0,0,0.0,,7,6.0,0,61.0,0,20.0,0,10.0,0,0.0,,7,0.0,,7,10.0,0,,7,,7,,7,,7,10.6,0,,7,0.0,,7,,7,,7,,7,,7,1,94.0,0,0.8,0,1,10.0,0,988.3,0,990.6,0,7.0,0,1.2,0
1817,23074,1966,8,15,18,1966,8,16,21,2,1,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,700.0,0,0.0,,7,6.0,0,61.0,0,360.0,0,6.0,0,0.0,,7,0.0,,7,10.0,0,,7,,7,,7,,7,10.3,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.6,0,1,10.0,0,987.0,0,989.3,0,7.0,0,1.3,0
1818,23074,1966,8,15,21,1966,8,16,0,3,4,6,19,95.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,300.0,0,0.0,,7,6.0,0,65.0,0,360.0,0,6.0,0,0.0,,7,0.0,,7,10.0,0,,7,,7,,7,,7,10.1,0,,7,0.0,,7,,7,,7,,7,,7,1,96.0,0,0.5,0,1,10.0,0,986.9,0,989.2,0,7.0,0,0.1,0
1819,23074,1966,8,16,0,1966,8,16,3,4,7,6,19,95.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,500.0,0,0.0,,7,5.0,0,65.0,0,360.0,0,10.0,0,0.0,,7,0.0,3.6,0,10.0,0,,7,,7,,7,,7,9.4,0,,7,0.0,,7,,7,,7,,7,,7,1,96.0,0,0.5,0,1,9.0,0,985.0,0,987.3,0,7.0,0,1.9,0
1820,23074,1966,8,16,3,1966,8,16,6,5,10,6,19,96.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,200.0,0,0.0,,7,6.0,0,63.0,0,340.0,0,15.0,0,0.0,,7,0.0,,7,8.0,0,,7,,7,,7,,7,8.0,0,,7,0.0,,7,,7,,7,,7,,7,1,99.0,0,0.1,0,1,8.0,0,985.0,0,987.3,0,4.0,0,0.0,0
1821,23074,1966,8,16,6,1966,8,16,9,6,13,6,19,96.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,6.0,0,300.0,0,0.0,,7,6.0,0,63.0,0,290.0,0,20.0,0,0.0,,7,0.0,,7,9.0,0,,7,,7,,7,,7,8.2,0,,7,0.0,,7,,7,,7,,7,,7,1,97.0,0,0.3,0,1,8.0,0,987.7,0,990.0,0,3.0,0,2.7,0
1822,23074,1966,8,16,9,1966,8,16,12,7,16,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,6.0,0,300.0,0,0.0,,7,6.0,0,61.0,0,270.0,0,15.0,0,0.0,,7,0.0,,7,9.0,0,,7,,7,,7,,7,7.4,0,,7,0.0,,7,,7,,7,,7,,7,1,96.0,0,0.5,0,1,7.0,0,993.9,0,996.2,0,2.0,0,6.2,0
1823,23074,1966,8,16,12,1966,8,16,15,8,19,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,800.0,0,0.0,,7,6.0,0,21.0,0,250.0,0,10.0,0,0.0,,7,0.0,16.0,0,7.0,0,,7,,7,,7,,7,6.1,0,,7,0.0,,7,,7,,7,,7,,7,1,88.0,0,1.1,0,1,4.0,0,997.5,0,999.8,0,2.0,0,3.6,0
1824,23074,1966,8,16,15,1966,8,17,18,1,22,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,0.0,,7,2.0,0,2.0,0,270.0,0,10.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,7.1,0,,7,0.0,,7,,7,,7,,7,,7,1,78.0,0,2.2,0,1,4.0,0,999.4,0,1001.7,0,2.0,0,1.9,0
1825,23074,1966,8,16,18,1966,8,17,21,2,1,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,0.0,,7,2.0,0,2.0,0,250.0,0,10.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,7.1,0,,7,0.0,,7,,7,,7,,7,,7,1,74.0,0,2.6,0,1,3.0,0,1000.1,0,1002.4,0,2.0,0,0.7,0
1826,23074,1966,8,16,21,1966,8,17,0,3,4,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,0.0,,7,2.0,0,2.0,0,180.0,0,6.0,0,0.0,,7,0.0,,7,4.0,0,,7,,7,,7,,7,5.5,0,,7,0.0,,7,,7,,7,,7,,7,1,86.0,0,1.2,0,1,3.0,0,1000.6,0,1002.9,0,2.0,0,0.5,0
1827,23074,1966,8,17,0,1966,8,17,3,4,7,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,800.0,0,0.0,,7,2.0,0,2.0,0,140.0,0,3.0,0,0.0,,7,0.0,0.0,5,5.0,0,,7,,7,,7,,7,5.4,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,1.7,0,1,2.0,0,1000.1,0,1002.4,0,8.0,0,0.5,0
1828,23074,1966,8,17,3,1966,8,17,6,5,10,6,19,98.0,0,0.0,12.0,0,12.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,900.0,0,0.0,,7,2.0,0,2.0,0,160.0,0,6.0,0,0.0,,7,0.0,,7,10.0,0,,7,,7,,7,,7,7.8,0,,7,0.0,,7,,7,,7,,7,,7,1,69.0,0,3.3,0,1,2.0,0,999.1,0,1001.4,0,7.0,0,1.0,0
1829,23074,1966,8,17,6,1966,8,17,9,6,13,6,19,98.0,0,0.0,9.0,0,6.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,800.0,0,1.0,,7,2.0,0,3.0,0,90.0,0,7.0,0,0.0,,7,0.0,,7,17.0,0,,7,,7,,7,,7,10.8,0,,7,0.0,,7,,7,,7,,7,,7,1,62.0,0,5.0,0,1,4.0,0,996.9,0,999.2,0,7.0,0,2.2,0
1830,23074,1966,8,17,9,1966,8,17,12,7,16,6,19,98.0,0,0.0,12.0,0,8.0,0,0.0,0,1.0,0,1.0,0,2.0,0,0.0,0,500.0,0,1.0,,7,2.0,0,1.0,0,140.0,0,5.0,0,0.0,,7,0.0,,7,15.0,0,,7,,7,,7,,7,12.0,0,,7,0.0,,7,,7,,7,,7,,7,1,59.0,0,5.7,0,1,4.0,0,995.1,0,997.4,0,7.0,0,1.8,0
1831,23074,1966,8,17,12,1966,8,17,15,8,19,6,19,98.0,0,0.0,12.0,0,7.0,0,0.0,0,1.0,0,2.0,0,2.0,0,0.0,0,1000.0,0,0.0,,7,8.0,0,80.0,0,110.0,0,8.0,0,0.0,,7,0.0,0.2,0,11.0,0,,7,,7,,7,,7,11.1,0,,7,0.0,,7,,7,,7,,7,,7,1,72.0,0,3.7,0,1,6.0,0,993.5,0,995.8,0,7.0,0,1.6,0
1832,23074,1966,8,17,15,1966,8,18,18,1,22,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,800.0,0,0.0,,7,8.0,0,3.0,0,70.0,0,6.0,0,0.0,,7,0.0,,7,8.0,0,,7,,7,,7,,7,9.6,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,2.4,0,1,6.0,0,991.8,0,994.1,0,7.0,0,1.7,0
1833,23074,1966,8,17,18,1966,8,18,21,2,1,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,500.0,0,0.0,,7,8.0,0,61.0,0,90.0,0,7.0,0,0.0,,7,0.0,,7,8.0,0,,7,,7,,7,,7,8.2,0,,7,0.0,,7,,7,,7,,7,,7,1,97.0,0,0.3,0,1,8.0,0,989.7,0,992.0,0,7.0,0,2.1,0
1834,23074,1966,8,17,21,1966,8,18,0,3,4,6,19,96.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,1.0,0,0.0,0,400.0,0,0.0,,7,6.0,0,51.0,0,50.0,0,7.0,0,0.0,,7,0.0,,7,8.0,0,,7,,7,,7,,7,8.2,0,,7,0.0,,7,,7,,7,,7,,7,1,93.0,0,0.8,0,1,7.0,0,987.5,0,989.8,0,7.0,0,2.2,0
1835,23074,1966,8,18,0,1966,8,18,3,4,7,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,500.0,0,0.0,,7,5.0,0,61.0,0,20.0,0,7.0,0,0.0,,7,0.0,3.0,0,8.0,0,,7,,7,,7,,7,8.0,0,,7,0.0,,7,,7,,7,,7,,7,1,94.0,0,0.6,0,1,7.0,0,985.9,0,,7,7.0,0,1.6,0
1836,23074,1966,8,18,3,1966,8,18,6,5,10,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,0.0,,7,6.0,0,61.0,0,340.0,0,6.0,0,0.0,,7,0.0,,7,8.0,0,,7,,7,,7,,7,7.3,0,,7,0.0,,7,,7,,7,,7,,7,1,90.0,0,1.0,0,1,6.0,0,985.8,0,988.1,0,7.0,0,0.1,0
1837,23074,1966,8,18,6,1966,8,18,9,6,13,6,19,98.0,0,0.0,12.0,0,6.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,700.0,0,1.0,,7,6.0,0,1.0,0,320.0,0,10.0,0,0.0,,7,0.0,,7,17.0,0,,7,,7,,7,,7,11.2,0,,7,0.0,,7,,7,,7,,7,,7,1,66.0,0,4.5,0,1,5.0,0,986.5,0,988.8,0,3.0,0,0.7,0
1838,23074,1966,8,18,9,1966,8,18,12,7,16,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,1.0,0,2.0,0,0.0,0,800.0,0,1.0,,7,2.0,0,3.0,0,290.0,0,12.0,0,0.0,,7,0.0,,7,12.0,0,,7,,7,,7,,7,9.6,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,2.2,0,1,7.0,0,988.9,0,991.2,0,2.0,0,2.4,0
1839,23074,1966,8,18,12,1966,8,18,15,8,19,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,1.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,2.0,0,3.0,0,290.0,0,10.0,0,0.0,,7,0.0,0.8,0,10.0,0,,7,,7,,7,,7,9.4,0,,7,0.0,,7,,7,,7,,7,,7,1,65.0,0,4.1,0,1,3.0,0,990.5,0,992.8,0,2.0,0,1.6,0
1840,23074,1966,8,18,15,1966,8,19,18,1,22,6,19,98.0,0,0.0,4.0,0,3.0,0,0.0,0,1.0,0,1.0,0,2.0,0,0.0,0,700.0,0,1.0,,7,8.0,0,1.0,0,270.0,0,10.0,0,0.0,,7,0.0,,7,5.0,0,,7,,7,,7,,7,6.8,0,,7,0.0,,7,,7,,7,,7,,7,1,78.0,0,2.2,0,1,3.0,0,991.9,0,994.2,0,2.0,0,1.4,0
1841,23074,1966,8,18,18,1966,8,19,21,2,1,6,19,97.0,0,0.0,8.0,0,6.0,0,0.0,0,1.0,0,0.0,0,2.0,0,3.0,0,300.0,0,1.0,,7,8.0,0,3.0,0,250.0,0,11.0,0,0.0,,7,0.0,,7,5.0,0,,7,,7,,7,,7,5.6,0,,7,0.0,,7,,7,,7,,7,,7,1,91.0,0,0.9,0,1,4.0,0,992.1,0,994.4,0,2.0,0,0.2,0
1842,23074,1966,8,18,21,1966,8,19,0,3,4,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,3.0,0,300.0,0,1.0,,7,2.0,0,2.0,0,230.0,0,10.0,0,0.0,,7,0.0,,7,5.0,0,,7,,7,,7,,7,5.8,0,,7,0.0,,7,,7,,7,,7,,7,1,88.0,0,1.1,0,1,4.0,0,992.1,0,994.4,0,4.0,0,0.0,0
1843,23074,1966,8,19,0,1966,8,19,3,4,7,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,500.0,0,0.0,,7,2.0,0,2.0,0,230.0,0,10.0,0,0.0,,7,0.0,0.2,0,6.0,0,,7,,7,,7,,7,5.4,0,,7,0.0,,7,,7,,7,,7,,7,1,94.0,0,0.6,0,1,4.0,0,992.7,0,995.0,0,3.0,0,0.6,0
1844,23074,1966,8,19,3,1966,8,19,6,5,10,6,19,98.0,0,0.0,9.0,0,9.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,700.0,0,0.0,,7,2.0,0,1.0,0,230.0,0,10.0,0,0.0,,7,0.0,,7,9.0,0,,7,,7,,7,,7,7.4,0,,7,0.0,,7,,7,,7,,7,,7,1,84.0,0,1.6,0,1,5.0,0,992.6,0,994.9,0,8.0,0,0.1,0
1845,23074,1966,8,19,6,1966,8,19,9,6,13,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,2.0,0,2.0,0,0.0,0,1000.0,0,0.0,,7,8.0,0,80.0,0,250.0,0,10.0,0,0.0,,7,0.0,,7,8.0,0,,7,,7,,7,,7,7.2,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,1.8,0,1,4.0,0,993.1,0,995.4,0,3.0,0,0.5,0
1846,23074,1966,8,19,9,1966,8,19,12,7,16,6,19,98.0,0,0.0,12.0,0,12.0,0,0.0,0,0.0,0,2.0,0,2.0,0,0.0,0,500.0,0,1.0,,7,8.0,0,80.0,0,250.0,0,10.0,0,0.0,,7,0.0,,7,14.0,0,,7,,7,,7,,7,8.8,0,,7,0.0,,7,,7,,7,,7,,7,1,74.0,0,2.9,0,1,4.0,0,993.8,0,996.1,0,2.0,0,0.7,0
1847,23074,1966,8,19,12,1966,8,19,15,8,19,6,19,98.0,0,0.0,12.0,0,12.0,0,0.0,0,0.0,0,2.0,0,2.0,0,0.0,0,400.0,0,1.0,,7,8.0,0,80.0,0,270.0,0,6.0,0,0.0,,7,0.0,2.2,0,9.0,0,,7,,7,,7,,7,7.6,0,,7,0.0,,7,,7,,7,,7,,7,1,89.0,0,1.2,0,1,6.0,0,995.0,0,997.3,0,2.0,0,1.2,0
1848,23074,1966,8,19,15,1966,8,20,18,1,22,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,2.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,8.0,0,80.0,0,200.0,0,10.0,0,0.0,,7,0.0,,7,7.0,0,,7,,7,,7,,7,7.8,0,,7,0.0,,7,,7,,7,,7,,7,1,84.0,0,1.7,0,1,5.0,0,995.4,0,997.7,0,2.0,0,0.4,0
1849,23074,1966,8,19,18,1966,8,20,21,2,1,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,2.0,0,2.0,0,0.0,0,400.0,0,1.0,,7,8.0,0,80.0,0,250.0,0,10.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,6.4,0,,7,0.0,,7,,7,,7,,7,,7,1,92.0,0,0.7,0,1,5.0,0,995.9,0,998.2,0,2.0,0,0.5,0
1850,23074,1966,8,19,21,1966,8,20,0,3,4,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,2.0,0,2.0,0,0.0,0,400.0,0,1.0,,7,8.0,0,2.0,0,200.0,0,8.0,0,0.0,,7,0.0,,7,6.0,0,,7,,7,,7,,7,6.6,0,,7,0.0,,7,,7,,7,,7,,7,1,93.0,0,0.7,0,1,5.0,0,996.5,0,998.8,0,2.0,0,0.6,0
1851,23074,1966,8,20,0,1966,8,20,3,4,7,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,2.0,0,2.0,0,0.0,0,400.0,0,1.0,,7,8.0,0,2.0,0,250.0,0,10.0,0,0.0,,7,0.0,1.7,0,6.0,0,,7,,7,,7,,7,6.3,0,,7,0.0,,7,,7,,7,,7,,7,1,91.0,0,0.8,0,1,5.0,0,997.4,0,999.7,0,2.0,0,0.9,0
1852,23074,1966,8,20,3,1966,8,20,6,5,10,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,3.0,0,300.0,0,1.0,,7,5.0,0,2.0,0,270.0,0,3.0,0,0.0,,7,0.0,,7,10.0,0,,7,,7,,7,,7,6.4,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,1.7,0,1,4.0,0,998.6,0,1000.9,0,2.0,0,1.2,0
1853,23074,1966,8,20,6,1966,8,20,9,6,13,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,400.0,0,1.0,,7,5.0,0,2.0,0,270.0,0,4.0,0,0.0,,7,0.0,,7,12.0,0,,7,,7,,7,,7,7.4,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,2.1,0,1,4.0,0,999.4,0,1001.7,0,2.0,0,0.8,0
1854,23074,1966,8,20,9,1966,8,20,12,7,16,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,500.0,0,1.0,,7,2.0,0,2.0,0,270.0,0,5.0,0,0.0,,7,0.0,,7,15.0,0,,7,,7,,7,,7,8.5,0,,7,0.0,,7,,7,,7,,7,,7,1,77.0,0,2.6,0,1,5.0,0,1000.3,0,1002.6,0,2.0,0,0.9,0
1855,23074,1966,8,20,12,1966,8,20,15,8,19,6,19,98.0,0,0.0,12.0,0,12.0,0,0.0,0,0.0,0,1.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,2.0,0,1.0,0,270.0,0,5.0,0,0.0,,7,0.0,0.0,0,10.0,0,,7,,7,,7,,7,8.7,0,,7,0.0,,7,,7,,7,,7,,7,1,70.0,0,3.3,0,1,4.0,0,1000.6,0,1002.9,0,2.0,0,0.3,0
1856,23074,1966,8,20,15,1966,8,21,18,1,22,6,19,98.0,0,0.0,7.0,0,2.0,0,1.0,0,0.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,1.0,0,3.0,0,180.0,0,3.0,0,0.0,,7,0.0,,7,3.0,0,,7,,7,,7,,7,6.0,0,,7,0.0,,7,,7,,7,,7,,7,1,85.0,0,1.5,0,1,4.0,0,1001.1,0,1003.4,0,2.0,0,0.5,0
1857,23074,1966,8,20,18,1966,8,21,21,2,1,6,19,97.0,0,0.0,8.0,0,2.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,1.0,0,2.0,0,250.0,0,4.0,0,0.0,,7,0.0,,7,5.0,0,,7,,7,,7,,7,7.0,0,,7,0.0,,7,,7,,7,,7,,7,1,85.0,0,1.4,0,1,5.0,0,1001.7,0,1004.0,0,2.0,0,0.6,0
1858,23074,1966,8,20,21,1966,8,21,0,3,4,6,19,98.0,0,0.0,9.0,0,7.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,2.0,0,3.0,0,270.0,0,4.0,0,0.0,,7,0.0,,7,5.0,0,,7,,7,,7,,7,6.6,0,,7,0.0,,7,,7,,7,,7,,7,1,87.0,0,1.3,0,1,4.0,0,1002.5,0,1004.8,0,2.0,0,0.8,0
1859,23074,1966,8,21,0,1966,8,21,3,4,7,6,19,98.0,0,0.0,9.0,0,9.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,1000.0,0,1.0,,7,2.0,0,2.0,0,290.0,0,6.0,0,0.0,,7,0.0,0.0,5,6.0,0,,7,,7,,7,,7,5.6,0,,7,0.0,,7,,7,,7,,7,,7,1,91.0,0,0.9,0,1,4.0,0,1003.0,0,1005.3,0,2.0,0,0.5,0
1860,23074,1966,8,21,3,1966,8,21,6,5,10,6,19,98.0,0,0.0,8.0,0,5.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,500.0,0,1.0,,7,2.0,0,1.0,0,290.0,0,5.0,0,0.0,,7,0.0,,7,14.0,0,,7,,7,,7,,7,6.8,0,,7,0.0,,7,,7,,7,,7,,7,1,78.0,0,2.2,0,1,3.0,0,1003.8,0,1006.1,0,2.0,0,0.8,0
1861,23074,1966,8,21,6,1966,8,21,9,6,13,6,19,98.0,0,0.0,12.0,0,12.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1100.0,0,0.0,,7,2.0,0,2.0,0,270.0,0,4.0,0,0.0,,7,0.0,,7,11.0,0,,7,,7,,7,,7,7.7,0,,7,0.0,,7,,7,,7,,7,,7,1,69.0,0,3.2,0,1,2.0,0,1004.3,0,1006.6,0,2.0,0,0.5,0
1862,23074,1966,8,21,9,1966,8,21,12,7,16,6,19,98.0,0,0.0,7.0,0,7.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,700.0,0,1.0,,7,2.0,0,1.0,0,230.0,0,2.0,0,0.0,,7,0.0,,7,21.0,0,,7,,7,,7,,7,9.6,0,,7,0.0,,7,,7,,7,,7,,7,1,55.0,0,5.4,0,1,1.0,0,1004.6,0,1006.9,0,2.0,0,0.3,0
1863,23074,1966,8,21,12,1966,8,21,15,8,19,6,19,98.0,0,0.0,7.0,0,7.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,600.0,0,1.0,,7,2.0,0,1.0,0,320.0,0,2.0,0,0.0,,7,0.0,0.0,5,11.0,0,,7,,7,,7,,7,9.1,0,,7,0.0,,7,,7,,7,,7,,7,1,56.0,0,5.1,0,1,1.0,0,1004.9,0,1007.2,0,2.0,0,0.3,0
1864,23074,1966,8,21,15,1966,8,22,18,1,22,6,19,98.0,0,0.0,3.0,0,3.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,700.0,0,1.0,,7,1.0,0,2.0,0,140.0,0,2.0,0,0.0,,7,0.0,,7,3.0,0,,7,,7,,7,,7,5.7,0,,7,0.0,,7,,7,,7,,7,,7,1,92.0,0,0.8,0,1,4.0,0,1004.5,0,1006.8,0,7.0,0,0.4,0
1865,23074,1966,8,21,18,1966,8,22,21,2,1,6,19,97.0,0,0.0,7.0,0,7.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,700.0,0,1.0,,7,1.0,0,2.0,0,90.0,0,4.0,0,0.0,,7,0.0,,7,1.0,0,,7,,7,,7,,7,2.6,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.4,0,1,2.0,0,1004.6,0,1007.0,0,2.0,0,0.1,0
1866,23074,1966,8,21,21,1966,8,22,0,3,4,6,19,98.0,0,0.0,9.0,0,9.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,2.0,0,2.0,0,110.0,0,3.0,0,0.0,,7,0.0,,7,3.0,0,,7,,7,,7,,7,2.6,0,,7,0.0,,7,,7,,7,,7,,7,1,95.0,0,0.4,0,1,2.0,0,1004.2,0,1006.6,0,7.0,0,0.4,0
1867,23074,1966,8,22,0,1966,8,22,3,4,7,6,19,98.0,0,0.0,7.0,0,7.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,500.0,0,1.0,,7,2.0,0,1.0,0,110.0,0,2.0,0,0.0,,7,0.0,0.0,5,6.0,0,,7,,7,,7,,7,4.4,0,,7,0.0,,7,,7,,7,,7,,7,1,85.0,0,1.3,0,1,2.0,0,1003.8,0,1006.2,0,7.0,0,0.4,0
